,family.hmm,hmm.length,query.id,query.length,e.val,hmm.start,hmm.end,query.start,query.end,coverage,Species,Group,NewSeqName,Class
6191,PL3,197,PITG_08638T0,173,6.4e-59,25,186,1,162,0.817258883248731,Phytophthora_infestans,Phytophthora,PL3_PITG_08638T0,Oomycete
6192,PL3,197,PITG_08646T0,174,6.3e-60,25,189,1,166,0.83248730964467,Phytophthora_infestans,Phytophthora,PL3_PITG_08646T0,Oomycete
6193,PL3,197,PITG_08647T0,180,2e-60,25,186,1,162,0.817258883248731,Phytophthora_infestans,Phytophthora,PL3_PITG_08647T0,Oomycete
6194,PL3,197,PITG_09254T0,261,8.7e-72,2,196,38,233,0.984771573604061,Phytophthora_infestans,Phytophthora,PL3_PITG_09254T0,Oomycete
6195,PL3,197,PITG_09255T0,134,1.2e-45,49,142,2,96,0.472081218274112,Phytophthora_infestans,Phytophthora,PL3_PITG_09255T0,Oomycete
6196,PL3,197,PITG_09256T0,231,2.3e-69,2,194,8,201,0.974619289340102,Phytophthora_infestans,Phytophthora,PL3_PITG_09256T0,Oomycete
6197,PL3,197,PITG_09257T0,246,3.8e-62,2,155,38,192,0.776649746192893,Phytophthora_infestans,Phytophthora,PL3_PITG_09257T0,Oomycete
6198,PL3,197,PITG_09258T0,132,9.2e-41,66,167,2,103,0.512690355329949,Phytophthora_infestans,Phytophthora,PL3_PITG_09258T0,Oomycete
6199,PL3,197,PITG_09259T0,217,3e-57,2,196,8,189,0.984771573604061,Phytophthora_infestans,Phytophthora,PL3_PITG_09259T0,Oomycete
6200,PL3,197,PITG_09821T0,103,3.7e-24,25,106,1,82,0.411167512690355,Phytophthora_infestans,Phytophthora,PL3_PITG_09821T0,Oomycete
6201,PL3,197,PITG_10424T0,200,4.5e-61,2,158,35,195,0.791878172588833,Phytophthora_infestans,Phytophthora,PL3_PITG_10424T0,Oomycete
6202,PL3,197,PITG_12828T0,262,4.7e-69,3,196,39,233,0.979695431472081,Phytophthora_infestans,Phytophthora,PL3_PITG_12828T0,Oomycete
6203,PL3,197,PITG_12829T0,262,4.7e-69,3,196,39,233,0.979695431472081,Phytophthora_infestans,Phytophthora,PL3_PITG_12829T0,Oomycete
6204,PL3,197,PITG_14167T0,322,2e-62,4,190,62,262,0.944162436548223,Phytophthora_infestans,Phytophthora,PL3_PITG_14167T0,Oomycete
6205,PL3,197,PITG_14168T0,304,4.9e-63,2,191,30,233,0.959390862944162,Phytophthora_infestans,Phytophthora,PL3_PITG_14168T0,Oomycete
6206,PL3,197,PITG_14287T0,506,1.1e-65,2,196,31,228,0.984771573604061,Phytophthora_infestans,Phytophthora,PL3_PITG_14287T0,Oomycete
6207,PL3,197,PITG_14287T0,506,8.4e-65,2,193,280,475,0.969543147208122,Phytophthora_infestans,Phytophthora,PL3_PITG_14287T0,Oomycete
6208,PL3,197,PITG_14288T0,477,6.3e-65,3,196,3,199,0.979695431472081,Phytophthora_infestans,Phytophthora,PL3_PITG_14288T0,Oomycete
6209,PL3,197,PITG_14288T0,477,5.1e-64,2,193,251,446,0.969543147208122,Phytophthora_infestans,Phytophthora,PL3_PITG_14288T0,Oomycete
6210,PL3,197,PITG_15296T0,222,1.3e-57,2,181,30,218,0.908629441624365,Phytophthora_infestans,Phytophthora,PL3_PITG_15296T0,Oomycete
6211,PL3,197,PITG_15299T0,254,2.2e-24,101,185,104,198,0.426395939086294,Phytophthora_infestans,Phytophthora,PL3_PITG_15299T0,Oomycete
6212,PL3,197,PITG_15299T0,254,4.8e-20,2,71,30,100,0.350253807106599,Phytophthora_infestans,Phytophthora,PL3_PITG_15299T0,Oomycete
6213,PL3,197,PITG_16160T0,506,1.1e-65,2,196,31,228,0.984771573604061,Phytophthora_infestans,Phytophthora,PL3_PITG_16160T0,Oomycete
6214,PL3,197,PITG_16160T0,506,1.9e-64,2,193,280,475,0.969543147208122,Phytophthora_infestans,Phytophthora,PL3_PITG_16160T0,Oomycete
6215,PL3,197,PITG_17207T0,486,1.5e-65,2,196,31,228,0.984771573604061,Phytophthora_infestans,Phytophthora,PL3_PITG_17207T0,Oomycete
6216,PL3,197,PITG_17207T0,486,1.7e-64,2,193,260,455,0.969543147208122,Phytophthora_infestans,Phytophthora,PL3_PITG_17207T0,Oomycete
6217,PL3,197,PITG_17208T0,204,4.2e-58,25,193,1,173,0.852791878172589,Phytophthora_infestans,Phytophthora,PL3_PITG_17208T0,Oomycete
6218,PL3,197,PITG_17210T0,321,6.8e-51,2,140,175,314,0.700507614213198,Phytophthora_infestans,Phytophthora,PL3_PITG_17210T0,Oomycete
6219,PL3,197,PITG_17210T0,321,2.1e-42,66,196,2,134,0.65989847715736,Phytophthora_infestans,Phytophthora,PL3_PITG_17210T0,Oomycete
6220,PL3,197,PITG_18477T0,124,3.1e-44,25,140,1,117,0.583756345177665,Phytophthora_infestans,Phytophthora,PL3_PITG_18477T0,Oomycete
6221,PL3,197,PITG_18478T0,441,2.2e-57,25,196,1,175,0.868020304568528,Phytophthora_infestans,Phytophthora,PL3_PITG_18478T0,Oomycete
6222,PL3,197,PITG_18478T0,441,1.8e-41,67,193,280,410,0.639593908629442,Phytophthora_infestans,Phytophthora,PL3_PITG_18478T0,Oomycete
6223,PL3,197,PITG_18482T0,494,1e-65,2,196,31,228,0.984771573604061,Phytophthora_infestans,Phytophthora,PL3_PITG_18482T0,Oomycete
6224,PL3,197,PITG_18482T0,494,8.9e-64,2,193,268,463,0.969543147208122,Phytophthora_infestans,Phytophthora,PL3_PITG_18482T0,Oomycete
6225,PL3,197,PITG_19366T0,494,1.3e-65,2,196,31,228,0.984771573604061,Phytophthora_infestans,Phytophthora,PL3_PITG_19366T0,Oomycete
6226,PL3,197,PITG_19366T0,494,1.7e-64,2,193,268,463,0.969543147208122,Phytophthora_infestans,Phytophthora,PL3_PITG_19366T0,Oomycete
6227,PL3,197,PITG_21714T0,175,2.7e-64,25,188,1,165,0.82741116751269,Phytophthora_infestans,Phytophthora,PL3_PITG_21714T0,Oomycete
6228,PL3,197,PITG_22166T0,135,9e-51,25,156,1,133,0.66497461928934,Phytophthora_infestans,Phytophthora,PL3_PITG_22166T0,Oomycete
6229,PL3,197,PITG_22227T0,232,6.1e-70,12,186,2,177,0.883248730964467,Phytophthora_infestans,Phytophthora,PL3_PITG_22227T0,Oomycete
6230,PL4,567,PITG_02332T0,547,5.5e-91,3,561,39,529,0.984126984126984,Phytophthora_infestans,Phytophthora,PL4_PITG_02332T0,Oomycete
6231,PL4,567,PITG_02368T0,486,6.2e-78,4,497,21,449,0.869488536155203,Phytophthora_infestans,Phytophthora,PL4_PITG_02368T0,Oomycete
6232,PL4,567,PITG_21289T0,211,3.2e-27,4,208,21,203,0.35978835978836,Phytophthora_infestans,Phytophthora,PL4_PITG_21289T0,Oomycete
6233,PL6,372,PITG_15509T0,2503,2.2e-06,6,155,1663,1816,0.400537634408602,Phytophthora_infestans,Phytophthora,PL6_PITG_15509T0,Oomycete
6234,PL9,374,PITG_03281T0,401,3.1e-07,25,146,101,227,0.323529411764706,Phytophthora_infestans,Phytophthora,PL9_PITG_03281T0,Oomycete
6235,dockerin,21,PITG_12598T0,415,0.00066,3,16,332,345,0.619047619047619,Phytophthora_infestans,Phytophthora,dockerin_PITG_12598T0,Oomycete
6236,AA10,178,KUF80621,323,2.2e-06,74,177,90,192,0.578651685393258,Phytophthora_nicotianae,Phytophthora,AA10_KUF80621,Oomycete
6237,AA2,255,KUF76722,687,1.1e-26,26,253,457,680,0.890196078431372,Phytophthora_nicotianae,Phytophthora,AA2_KUF76722,Oomycete
6238,AA2,255,KUF76722,687,3e-23,14,126,74,188,0.43921568627451,Phytophthora_nicotianae,Phytophthora,AA2_KUF76722,Oomycete
6239,AA2,255,KUF76723,687,1.1e-26,26,253,457,680,0.890196078431372,Phytophthora_nicotianae,Phytophthora,AA2_KUF76723,Oomycete
6240,AA2,255,KUF76723,687,3e-23,14,126,74,188,0.43921568627451,Phytophthora_nicotianae,Phytophthora,AA2_KUF76723,Oomycete
6241,AA2,255,KUF80465,337,3.6e-59,8,253,69,322,0.96078431372549,Phytophthora_nicotianae,Phytophthora,AA2_KUF80465,Oomycete
6242,AA2,255,KUF95526,687,1.1e-26,26,253,457,680,0.890196078431372,Phytophthora_nicotianae,Phytophthora,AA2_KUF95526,Oomycete
6243,AA2,255,KUF95526,687,3e-23,14,126,74,188,0.43921568627451,Phytophthora_nicotianae,Phytophthora,AA2_KUF95526,Oomycete
6244,AA2,255,KUF95527,687,1.1e-26,26,253,457,680,0.890196078431372,Phytophthora_nicotianae,Phytophthora,AA2_KUF95527,Oomycete
6245,AA2,255,KUF95527,687,3e-23,14,126,74,188,0.43921568627451,Phytophthora_nicotianae,Phytophthora,AA2_KUF95527,Oomycete
6246,AA3,618,KUF68131,590,3.4e-105,84,400,30,569,0.511326860841424,Phytophthora_nicotianae,Phytophthora,AA3_KUF68131,Oomycete
6247,AA3,618,KUF68132,584,3.6e-107,75,400,15,563,0.52588996763754,Phytophthora_nicotianae,Phytophthora,AA3_KUF68132,Oomycete
6248,AA3,618,KUF77332,590,2.3e-107,74,400,20,569,0.527508090614887,Phytophthora_nicotianae,Phytophthora,AA3_KUF77332,Oomycete
6249,AA3,618,KUF84026,466,5.9e-76,165,401,1,446,0.381877022653722,Phytophthora_nicotianae,Phytophthora,AA3_KUF84026,Oomycete
6250,AA3,618,KUF87383,590,2.3e-107,74,400,20,569,0.527508090614887,Phytophthora_nicotianae,Phytophthora,AA3_KUF87383,Oomycete
6251,AA3,618,KUF87689,587,8.2e-117,70,408,14,574,0.546925566343042,Phytophthora_nicotianae,Phytophthora,AA3_KUF87689,Oomycete
6252,AA3,618,KUF88503,641,5.5e-74,87,404,65,631,0.51294498381877,Phytophthora_nicotianae,Phytophthora,AA3_KUF88503,Oomycete
6253,AA3,618,KUF95604,590,7.9e-105,84,400,30,569,0.511326860841424,Phytophthora_nicotianae,Phytophthora,AA3_KUF95604,Oomycete
6254,AA3,618,KUF95605,584,3.6e-107,75,400,15,563,0.52588996763754,Phytophthora_nicotianae,Phytophthora,AA3_KUF95605,Oomycete
6255,AA4,522,KUF76710,488,4.1e-18,47,243,61,248,0.375478927203065,Phytophthora_nicotianae,Phytophthora,AA4_KUF76710,Oomycete
6256,AA4,522,KUF76711,954,1.1e-19,53,249,44,231,0.375478927203065,Phytophthora_nicotianae,Phytophthora,AA4_KUF76711,Oomycete
6257,AA6,195,KUF78434,200,1.6e-76,2,195,4,197,0.98974358974359,Phytophthora_nicotianae,Phytophthora,AA6_KUF78434,Oomycete
6258,AA6,195,KUF80950,308,7.9e-15,4,140,106,233,0.697435897435897,Phytophthora_nicotianae,Phytophthora,AA6_KUF80950,Oomycete
6259,AA6,195,KUF85038,201,1.1e-78,2,195,5,198,0.98974358974359,Phytophthora_nicotianae,Phytophthora,AA6_KUF85038,Oomycete
6260,AA6,195,KUF87050,200,4.4e-84,1,195,3,197,0.994871794871795,Phytophthora_nicotianae,Phytophthora,AA6_KUF87050,Oomycete
6261,AA6,195,KUF87210,200,4.5e-71,1,195,3,197,0.994871794871795,Phytophthora_nicotianae,Phytophthora,AA6_KUF87210,Oomycete
6262,AA6,195,KUF90571,859,7.1e-82,1,195,662,856,0.994871794871795,Phytophthora_nicotianae,Phytophthora,AA6_KUF90571,Oomycete
6263,AA6,195,KUF97720,263,4e-83,1,195,66,260,0.994871794871795,Phytophthora_nicotianae,Phytophthora,AA6_KUF97720,Oomycete
6264,AA6,195,KUG00679,200,3.3e-85,1,195,3,197,0.994871794871795,Phytophthora_nicotianae,Phytophthora,AA6_KUG00679,Oomycete
6265,AA6,195,KUG00680,200,6.1e-86,1,195,3,197,0.994871794871795,Phytophthora_nicotianae,Phytophthora,AA6_KUG00680,Oomycete
6266,AA6,195,KUG00681,200,4.5e-86,1,195,3,197,0.994871794871795,Phytophthora_nicotianae,Phytophthora,AA6_KUG00681,Oomycete
6267,AA6,195,KUG00682,200,4.4e-84,1,195,3,197,0.994871794871795,Phytophthora_nicotianae,Phytophthora,AA6_KUG00682,Oomycete
6268,AA7,458,KUF66799,516,1.8e-48,5,215,66,284,0.458515283842795,Phytophthora_nicotianae,Phytophthora,AA7_KUF66799,Oomycete
6269,AA7,458,KUF66800,495,7.6e-46,5,214,59,262,0.456331877729258,Phytophthora_nicotianae,Phytophthora,AA7_KUF66800,Oomycete
6270,AA7,458,KUF66801,507,2.4e-55,5,454,57,497,0.980349344978166,Phytophthora_nicotianae,Phytophthora,AA7_KUF66801,Oomycete
6271,AA7,458,KUF79977,560,6.5e-12,6,186,75,263,0.393013100436681,Phytophthora_nicotianae,Phytophthora,AA7_KUF79977,Oomycete
6272,AA7,458,KUF83194,509,7e-49,5,225,59,287,0.480349344978166,Phytophthora_nicotianae,Phytophthora,AA7_KUF83194,Oomycete
6273,AA7,458,KUF90242,522,7.8e-89,9,458,80,516,0.980349344978166,Phytophthora_nicotianae,Phytophthora,AA7_KUF90242,Oomycete
6274,AA8,815,KUF66234,781,1.9e-83,237,787,16,566,0.674846625766871,Phytophthora_nicotianae,Phytophthora,AA8_KUF66234,Oomycete
6275,AA8,815,KUF78159,693,4.9e-79,233,780,12,557,0.671165644171779,Phytophthora_nicotianae,Phytophthora,AA8_KUF78159,Oomycete
6276,AA8,815,KUF89089,693,3.8e-80,233,780,12,557,0.671165644171779,Phytophthora_nicotianae,Phytophthora,AA8_KUF89089,Oomycete
6277,AA9,220,KUF80629,329,1.7e-06,2,197,68,260,0.886363636363636,Phytophthora_nicotianae,Phytophthora,AA9_KUF80629,Oomycete
6278,CBM1,29,KUF69270,227,5.2e-13,1,29,188,216,0.96551724137931,Phytophthora_nicotianae,Phytophthora,CBM1_KUF69270,Oomycete
6279,CBM1,29,KUF69270,227,1.3e-11,2,29,62,89,0.931034482758621,Phytophthora_nicotianae,Phytophthora,CBM1_KUF69270,Oomycete
6280,CBM1,29,KUF69270,227,0.00071,15,29,160,174,0.482758620689655,Phytophthora_nicotianae,Phytophthora,CBM1_KUF69270,Oomycete
6281,CBM1,29,KUF69273,322,2e-09,2,26,288,312,0.827586206896552,Phytophthora_nicotianae,Phytophthora,CBM1_KUF69273,Oomycete
6282,CBM1,29,KUF75729,201,2.5e-06,1,24,154,175,0.793103448275862,Phytophthora_nicotianae,Phytophthora,CBM1_KUF75729,Oomycete
6283,CBM1,29,KUF75729,201,0.00016,3,27,79,101,0.827586206896552,Phytophthora_nicotianae,Phytophthora,CBM1_KUF75729,Oomycete
6284,CBM1,29,KUF83345,129,3.6e-09,2,28,84,110,0.896551724137931,Phytophthora_nicotianae,Phytophthora,CBM1_KUF83345,Oomycete
6285,CBM1,29,KUF85596,303,1.1e-07,4,25,185,207,0.724137931034483,Phytophthora_nicotianae,Phytophthora,CBM1_KUF85596,Oomycete
6286,CBM1,29,KUF85596,303,1.8e-07,4,20,41,57,0.551724137931034,Phytophthora_nicotianae,Phytophthora,CBM1_KUF85596,Oomycete
6287,CBM1,29,KUF89859,825,5.6e-07,4,22,789,808,0.620689655172414,Phytophthora_nicotianae,Phytophthora,CBM1_KUF89859,Oomycete
6288,CBM1,29,KUG00511,201,2.5e-06,1,24,154,175,0.793103448275862,Phytophthora_nicotianae,Phytophthora,CBM1_KUG00511,Oomycete
6289,CBM1,29,KUG00511,201,0.00016,3,27,79,101,0.827586206896552,Phytophthora_nicotianae,Phytophthora,CBM1_KUG00511,Oomycete
6290,CBM1,29,KUG01153,202,1e-07,4,22,166,185,0.620689655172414,Phytophthora_nicotianae,Phytophthora,CBM1_KUG01153,Oomycete
6291,CBM1,29,KUG01153,202,2.7e-07,4,23,43,63,0.655172413793103,Phytophthora_nicotianae,Phytophthora,CBM1_KUG01153,Oomycete
6292,CBM13,188,KUF76461,443,3e-19,8,135,315,439,0.675531914893617,Phytophthora_nicotianae,Phytophthora,CBM13_KUF76461,Oomycete
6293,CBM13,188,KUF76868,213,0.00055,39,111,43,115,0.382978723404255,Phytophthora_nicotianae,Phytophthora,CBM13_KUF76868,Oomycete
6294,CBM13,188,KUF83536,686,4.9e-18,8,138,289,416,0.691489361702128,Phytophthora_nicotianae,Phytophthora,CBM13_KUF83536,Oomycete
6295,CBM13,188,KUF83536,686,2.3e-16,23,142,444,563,0.632978723404255,Phytophthora_nicotianae,Phytophthora,CBM13_KUF83536,Oomycete
6296,CBM13,188,KUF83536,686,1.6e-09,35,129,589,679,0.5,Phytophthora_nicotianae,Phytophthora,CBM13_KUF83536,Oomycete
6297,CBM13,188,KUF83541,443,2.2e-18,8,136,315,440,0.680851063829787,Phytophthora_nicotianae,Phytophthora,CBM13_KUF83541,Oomycete
6298,CBM13,188,KUF83542,443,5.3e-19,8,136,315,440,0.680851063829787,Phytophthora_nicotianae,Phytophthora,CBM13_KUF83542,Oomycete
6299,CBM13,188,KUF84787,1974,7.1e-17,9,148,1075,1220,0.73936170212766,Phytophthora_nicotianae,Phytophthora,CBM13_KUF84787,Oomycete
6300,CBM13,188,KUF84787,1974,1.5e-16,11,136,1242,1373,0.664893617021277,Phytophthora_nicotianae,Phytophthora,CBM13_KUF84787,Oomycete
6301,CBM13,188,KUF84787,1974,3.6e-16,9,150,746,893,0.75,Phytophthora_nicotianae,Phytophthora,CBM13_KUF84787,Oomycete
6302,CBM13,188,KUF84787,1974,2.2e-14,7,136,258,393,0.686170212765957,Phytophthora_nicotianae,Phytophthora,CBM13_KUF84787,Oomycete
6303,CBM13,188,KUF84787,1974,2.2e-14,10,145,912,1053,0.718085106382979,Phytophthora_nicotianae,Phytophthora,CBM13_KUF84787,Oomycete
6304,CBM13,188,KUF84787,1974,3.4e-14,10,146,582,724,0.723404255319149,Phytophthora_nicotianae,Phytophthora,CBM13_KUF84787,Oomycete
6305,CBM13,188,KUF84787,1974,9.6e-14,10,145,101,242,0.718085106382979,Phytophthora_nicotianae,Phytophthora,CBM13_KUF84787,Oomycete
6306,CBM13,188,KUF84787,1974,1.1e-13,7,135,1401,1532,0.680851063829787,Phytophthora_nicotianae,Phytophthora,CBM13_KUF84787,Oomycete
6307,CBM13,188,KUF84787,1974,1.3e-11,9,138,420,555,0.686170212765957,Phytophthora_nicotianae,Phytophthora,CBM13_KUF84787,Oomycete
6308,CBM13,188,KUF84889,680,1.4e-10,6,103,523,617,0.515957446808511,Phytophthora_nicotianae,Phytophthora,CBM13_KUF84889,Oomycete
6309,CBM13,188,KUF84905,673,2.4e-10,11,109,522,619,0.521276595744681,Phytophthora_nicotianae,Phytophthora,CBM13_KUF84905,Oomycete
6310,CBM13,188,KUF84906,648,5.5e-07,32,109,519,593,0.409574468085106,Phytophthora_nicotianae,Phytophthora,CBM13_KUF84906,Oomycete
6311,CBM13,188,KUF91841,1974,1.5e-16,11,136,1242,1373,0.664893617021277,Phytophthora_nicotianae,Phytophthora,CBM13_KUF91841,Oomycete
6312,CBM13,188,KUF91841,1974,1.6e-16,9,148,1075,1220,0.73936170212766,Phytophthora_nicotianae,Phytophthora,CBM13_KUF91841,Oomycete
6313,CBM13,188,KUF91841,1974,3.3e-16,9,150,746,893,0.75,Phytophthora_nicotianae,Phytophthora,CBM13_KUF91841,Oomycete
6314,CBM13,188,KUF91841,1974,2.2e-14,7,136,258,393,0.686170212765957,Phytophthora_nicotianae,Phytophthora,CBM13_KUF91841,Oomycete
6315,CBM13,188,KUF91841,1974,2.2e-14,10,145,912,1053,0.718085106382979,Phytophthora_nicotianae,Phytophthora,CBM13_KUF91841,Oomycete
6316,CBM13,188,KUF91841,1974,2.3e-14,10,149,582,727,0.73936170212766,Phytophthora_nicotianae,Phytophthora,CBM13_KUF91841,Oomycete
6317,CBM13,188,KUF91841,1974,9.6e-14,10,145,101,242,0.718085106382979,Phytophthora_nicotianae,Phytophthora,CBM13_KUF91841,Oomycete
6318,CBM13,188,KUF91841,1974,1.1e-13,7,135,1401,1532,0.680851063829787,Phytophthora_nicotianae,Phytophthora,CBM13_KUF91841,Oomycete
6319,CBM13,188,KUF91841,1974,1.3e-11,9,138,420,555,0.686170212765957,Phytophthora_nicotianae,Phytophthora,CBM13_KUF91841,Oomycete
6320,CBM13,188,KUF91952,212,0.00098,39,111,43,115,0.382978723404255,Phytophthora_nicotianae,Phytophthora,CBM13_KUF91952,Oomycete
6321,CBM20,90,KUF77886,1224,2e-04,2,68,21,101,0.733333333333333,Phytophthora_nicotianae,Phytophthora,CBM20_KUF77886,Oomycete
6322,CBM20,90,KUF78629,1173,7.5e-07,2,82,105,189,0.888888888888889,Phytophthora_nicotianae,Phytophthora,CBM20_KUF78629,Oomycete
6323,CBM20,90,KUF89810,1043,1.6e-15,14,85,19,97,0.788888888888889,Phytophthora_nicotianae,Phytophthora,CBM20_KUF89810,Oomycete
6324,CBM25,78,KUF79888,865,1.4e-16,5,76,146,219,0.91025641025641,Phytophthora_nicotianae,Phytophthora,CBM25_KUF79888,Oomycete
6325,CBM25,78,KUF80752,1019,6.8e-12,13,75,85,152,0.794871794871795,Phytophthora_nicotianae,Phytophthora,CBM25_KUF80752,Oomycete
6326,CBM25,78,KUF80752,1019,6.3e-07,40,77,12,48,0.474358974358974,Phytophthora_nicotianae,Phytophthora,CBM25_KUF80752,Oomycete
6327,CBM25,78,KUF83040,1019,6.8e-12,13,75,85,152,0.794871794871795,Phytophthora_nicotianae,Phytophthora,CBM25_KUF83040,Oomycete
6328,CBM25,78,KUF83040,1019,6.3e-07,40,77,12,48,0.474358974358974,Phytophthora_nicotianae,Phytophthora,CBM25_KUF83040,Oomycete
6329,CBM32,124,KUF79992,948,2.7e-09,7,107,266,373,0.806451612903226,Phytophthora_nicotianae,Phytophthora,CBM32_KUF79992,Oomycete
6330,CBM32,124,KUF86303,138,3.4e-10,10,108,15,117,0.790322580645161,Phytophthora_nicotianae,Phytophthora,CBM32_KUF86303,Oomycete
6331,CBM32,124,KUF92166,145,2.5e-06,6,107,17,122,0.814516129032258,Phytophthora_nicotianae,Phytophthora,CBM32_KUF92166,Oomycete
6332,CBM32,124,KUF96158,178,6.7e-06,11,66,23,85,0.443548387096774,Phytophthora_nicotianae,Phytophthora,CBM32_KUF96158,Oomycete
6333,CBM32,124,KUF98783,254,0.00037,8,71,111,173,0.508064516129032,Phytophthora_nicotianae,Phytophthora,CBM32_KUF98783,Oomycete
6334,CBM37,62,KUF91128,7383,0.00022,38,61,6716,6742,0.370967741935484,Phytophthora_nicotianae,Phytophthora,CBM37_KUF91128,Oomycete
6335,CBM38,129,KUF64342,3775,8.7e-22,4,128,3206,3424,0.961240310077519,Phytophthora_nicotianae,Phytophthora,CBM38_KUF64342,Oomycete
6336,CBM40,179,KUF65168,335,1.5e-07,89,175,194,279,0.480446927374302,Phytophthora_nicotianae,Phytophthora,CBM40_KUF65168,Oomycete
6337,CBM40,179,KUF82752,647,3.6e-06,88,176,165,260,0.491620111731844,Phytophthora_nicotianae,Phytophthora,CBM40_KUF82752,Oomycete
6338,CBM43,83,KUF79930,721,6.5e-16,2,75,592,663,0.879518072289157,Phytophthora_nicotianae,Phytophthora,CBM43_KUF79930,Oomycete
6339,CBM43,83,KUF80469,750,2.6e-15,1,74,603,672,0.879518072289157,Phytophthora_nicotianae,Phytophthora,CBM43_KUF80469,Oomycete
6340,CBM43,83,KUF80499,691,1.4e-16,1,75,559,631,0.891566265060241,Phytophthora_nicotianae,Phytophthora,CBM43_KUF80499,Oomycete
6341,CBM47,128,KUF76873,601,4.9e-14,2,125,318,452,0.9609375,Phytophthora_nicotianae,Phytophthora,CBM47_KUF76873,Oomycete
6342,CBM47,128,KUF79878,2033,5e-09,5,79,955,1037,0.578125,Phytophthora_nicotianae,Phytophthora,CBM47_KUF79878,Oomycete
6343,CBM47,128,KUF84507,5448,8.6e-05,3,73,4870,4945,0.546875,Phytophthora_nicotianae,Phytophthora,CBM47_KUF84507,Oomycete
6344,CBM47,128,KUF84824,1401,1.3e-16,4,61,1121,1176,0.4453125,Phytophthora_nicotianae,Phytophthora,CBM47_KUF84824,Oomycete
6345,CBM47,128,KUF88111,460,3.1e-14,2,125,189,323,0.9609375,Phytophthora_nicotianae,Phytophthora,CBM47_KUF88111,Oomycete
6346,CBM47,128,KUF89810,1043,1.2e-14,8,60,122,173,0.40625,Phytophthora_nicotianae,Phytophthora,CBM47_KUF89810,Oomycete
6347,CBM47,128,KUF93956,1401,1.3e-16,4,61,1121,1176,0.4453125,Phytophthora_nicotianae,Phytophthora,CBM47_KUF93956,Oomycete
6348,CBM47,128,KUG01152,1394,7.3e-08,24,124,1006,1120,0.78125,Phytophthora_nicotianae,Phytophthora,CBM47_KUG01152,Oomycete
6349,CBM50,40,KUF79203,1659,1.2e-06,4,39,1513,1552,0.875,Phytophthora_nicotianae,Phytophthora,CBM50_KUF79203,Oomycete
6350,CBM50,40,KUF90553,335,4.4e-10,1,39,28,74,0.95,Phytophthora_nicotianae,Phytophthora,CBM50_KUF90553,Oomycete
6351,CBM50,40,KUF90553,335,5.4e-09,1,39,263,309,0.95,Phytophthora_nicotianae,Phytophthora,CBM50_KUF90553,Oomycete
6352,CBM50,40,KUF90553,335,8e-06,1,37,97,141,0.9,Phytophthora_nicotianae,Phytophthora,CBM50_KUF90553,Oomycete
6353,CBM51,134,KUF79365,4952,1.3e-15,9,134,709,861,0.932835820895522,Phytophthora_nicotianae,Phytophthora,CBM51_KUF79365,Oomycete
6354,CBM63,78,KUF78424,362,2.5e-06,4,73,137,205,0.884615384615385,Phytophthora_nicotianae,Phytophthora,CBM63_KUF78424,Oomycete
6355,CBM63,78,KUF78426,611,6.5e-08,2,74,140,213,0.923076923076923,Phytophthora_nicotianae,Phytophthora,CBM63_KUF78426,Oomycete
6356,CBM63,78,KUF78427,223,7.1e-08,4,72,141,208,0.871794871794872,Phytophthora_nicotianae,Phytophthora,CBM63_KUF78427,Oomycete
6357,CBM63,78,KUF78429,391,9.4e-06,4,72,143,209,0.871794871794872,Phytophthora_nicotianae,Phytophthora,CBM63_KUF78429,Oomycete
6358,CBM63,78,KUF78431,283,1.3e-07,4,71,142,208,0.858974358974359,Phytophthora_nicotianae,Phytophthora,CBM63_KUF78431,Oomycete
6359,CBM63,78,KUF78432,519,5.3e-09,2,75,137,211,0.935897435897436,Phytophthora_nicotianae,Phytophthora,CBM63_KUF78432,Oomycete
6360,CBM63,78,KUF81239,353,2.6e-05,2,66,138,201,0.82051282051282,Phytophthora_nicotianae,Phytophthora,CBM63_KUF81239,Oomycete
6361,CBM63,78,KUF81240,463,5.8e-05,12,75,282,343,0.807692307692308,Phytophthora_nicotianae,Phytophthora,CBM63_KUF81240,Oomycete
6362,CBM63,78,KUF83161,434,1.2e-07,2,74,140,213,0.923076923076923,Phytophthora_nicotianae,Phytophthora,CBM63_KUF83161,Oomycete
6363,CBM63,78,KUF83163,432,1.2e-07,2,74,137,210,0.923076923076923,Phytophthora_nicotianae,Phytophthora,CBM63_KUF83163,Oomycete
6364,CBM63,78,KUF83171,392,5.3e-07,2,74,138,211,0.923076923076923,Phytophthora_nicotianae,Phytophthora,CBM63_KUF83171,Oomycete
6365,CBM63,78,KUF83172,450,3.4e-07,2,75,139,211,0.935897435897436,Phytophthora_nicotianae,Phytophthora,CBM63_KUF83172,Oomycete
6366,CBM63,78,KUF86039,304,4.7e-08,2,74,140,213,0.923076923076923,Phytophthora_nicotianae,Phytophthora,CBM63_KUF86039,Oomycete
6367,CBM63,78,KUF87831,322,3.3e-05,12,75,141,202,0.807692307692308,Phytophthora_nicotianae,Phytophthora,CBM63_KUF87831,Oomycete
6368,CBM63,78,KUF87834,411,2.4e-08,2,75,138,210,0.935897435897436,Phytophthora_nicotianae,Phytophthora,CBM63_KUF87834,Oomycete
