,cazyFam,sequence,species,group,newSeqName,class,NewNames
7305,GH3,maker-pag1_scaffold_274-snap-gene-0.20-mRNA-1,Pythium_aphanidermatum,Pythium,GH3_maker-pag1_scaffold_274-snap-gene-0.20-mRNA-1,Oomycete,GH3_maker-pag1_scaffold_274-snap-gene-0.20-mRNA-1_Pythium_aphanidermatum
7306,CE7,maker-pag1_scaffold_275-snap-gene-0.5-mRNA-1,Pythium_aphanidermatum,Pythium,CE7_maker-pag1_scaffold_275-snap-gene-0.5-mRNA-1,Oomycete,CE7_maker-pag1_scaffold_275-snap-gene-0.5-mRNA-1_Pythium_aphanidermatum
7307,GH131,maker-pag1_scaffold_276-fgenesh-gene-0.1-mRNA-1,Pythium_aphanidermatum,Pythium,GH131_maker-pag1_scaffold_276-fgenesh-gene-0.1-mRNA-1,Oomycete,GH131_maker-pag1_scaffold_276-fgenesh-gene-0.1-mRNA-1_Pythium_aphanidermatum
7308,GT71,maker-pag1_scaffold_28-snap-gene-0.32-mRNA-1,Pythium_aphanidermatum,Pythium,GT71_maker-pag1_scaffold_28-snap-gene-0.32-mRNA-1,Oomycete,GT71_maker-pag1_scaffold_28-snap-gene-0.32-mRNA-1_Pythium_aphanidermatum
7309,GT71,maker-pag1_scaffold_28-snap-gene-0.35-mRNA-1,Pythium_aphanidermatum,Pythium,GT71_maker-pag1_scaffold_28-snap-gene-0.35-mRNA-1,Oomycete,GT71_maker-pag1_scaffold_28-snap-gene-0.35-mRNA-1_Pythium_aphanidermatum
7310,CBM43,maker-pag1_scaffold_28-snap-gene-0.49-mRNA-1,Pythium_aphanidermatum,Pythium,CBM43_maker-pag1_scaffold_28-snap-gene-0.49-mRNA-1,Oomycete,CBM43_maker-pag1_scaffold_28-snap-gene-0.49-mRNA-1_Pythium_aphanidermatum
7311,GH5,maker-pag1_scaffold_28-snap-gene-0.49-mRNA-1,Pythium_aphanidermatum,Pythium,GH5_maker-pag1_scaffold_28-snap-gene-0.49-mRNA-1,Oomycete,GH5_maker-pag1_scaffold_28-snap-gene-0.49-mRNA-1_Pythium_aphanidermatum
7312,GT8,maker-pag1_scaffold_284-fgenesh-gene-0.3-mRNA-1,Pythium_aphanidermatum,Pythium,GT8_maker-pag1_scaffold_284-fgenesh-gene-0.3-mRNA-1,Oomycete,GT8_maker-pag1_scaffold_284-fgenesh-gene-0.3-mRNA-1_Pythium_aphanidermatum
7313,GH63,maker-pag1_scaffold_293-fgenesh-gene-0.7-mRNA-1,Pythium_aphanidermatum,Pythium,GH63_maker-pag1_scaffold_293-fgenesh-gene-0.7-mRNA-1,Oomycete,GH63_maker-pag1_scaffold_293-fgenesh-gene-0.7-mRNA-1_Pythium_aphanidermatum
7314,CBM6,maker-pag1_scaffold_294-fgenesh-gene-0.8-mRNA-1,Pythium_aphanidermatum,Pythium,CBM6_maker-pag1_scaffold_294-fgenesh-gene-0.8-mRNA-1,Oomycete,CBM6_maker-pag1_scaffold_294-fgenesh-gene-0.8-mRNA-1_Pythium_aphanidermatum
7315,GT1,maker-pag1_scaffold_296-snap-gene-0.6-mRNA-1,Pythium_aphanidermatum,Pythium,GT1_maker-pag1_scaffold_296-snap-gene-0.6-mRNA-1,Oomycete,GT1_maker-pag1_scaffold_296-snap-gene-0.6-mRNA-1_Pythium_aphanidermatum
7316,CE13,maker-pag1_scaffold_297-fgenesh-gene-0.0-mRNA-1,Pythium_aphanidermatum,Pythium,CE13_maker-pag1_scaffold_297-fgenesh-gene-0.0-mRNA-1,Oomycete,CE13_maker-pag1_scaffold_297-fgenesh-gene-0.0-mRNA-1_Pythium_aphanidermatum
7317,GH5,maker-pag1_scaffold_298-snap-gene-0.14-mRNA-1,Pythium_aphanidermatum,Pythium,GH5_maker-pag1_scaffold_298-snap-gene-0.14-mRNA-1,Oomycete,GH5_maker-pag1_scaffold_298-snap-gene-0.14-mRNA-1_Pythium_aphanidermatum
7318,GH5,maker-pag1_scaffold_30-snap-gene-0.32-mRNA-1,Pythium_aphanidermatum,Pythium,GH5_maker-pag1_scaffold_30-snap-gene-0.32-mRNA-1,Oomycete,GH5_maker-pag1_scaffold_30-snap-gene-0.32-mRNA-1_Pythium_aphanidermatum
7319,GH72,maker-pag1_scaffold_301-snap-gene-0.12-mRNA-1,Pythium_aphanidermatum,Pythium,GH72_maker-pag1_scaffold_301-snap-gene-0.12-mRNA-1,Oomycete,GH72_maker-pag1_scaffold_301-snap-gene-0.12-mRNA-1_Pythium_aphanidermatum
7320,CBM47,maker-pag1_scaffold_303-snap-gene-0.14-mRNA-1,Pythium_aphanidermatum,Pythium,CBM47_maker-pag1_scaffold_303-snap-gene-0.14-mRNA-1,Oomycete,CBM47_maker-pag1_scaffold_303-snap-gene-0.14-mRNA-1_Pythium_aphanidermatum
7321,CBM32,maker-pag1_scaffold_308-snap-gene-0.19-mRNA-1,Pythium_aphanidermatum,Pythium,CBM32_maker-pag1_scaffold_308-snap-gene-0.19-mRNA-1,Oomycete,CBM32_maker-pag1_scaffold_308-snap-gene-0.19-mRNA-1_Pythium_aphanidermatum
7322,GT22,maker-pag1_scaffold_31-snap-gene-0.42-mRNA-1,Pythium_aphanidermatum,Pythium,GT22_maker-pag1_scaffold_31-snap-gene-0.42-mRNA-1,Oomycete,GT22_maker-pag1_scaffold_31-snap-gene-0.42-mRNA-1_Pythium_aphanidermatum
7323,CBM20,maker-pag1_scaffold_310-snap-gene-0.17-mRNA-1,Pythium_aphanidermatum,Pythium,CBM20_maker-pag1_scaffold_310-snap-gene-0.17-mRNA-1,Oomycete,CBM20_maker-pag1_scaffold_310-snap-gene-0.17-mRNA-1_Pythium_aphanidermatum
7324,CBM47,maker-pag1_scaffold_310-snap-gene-0.17-mRNA-1,Pythium_aphanidermatum,Pythium,CBM47_maker-pag1_scaffold_310-snap-gene-0.17-mRNA-1,Oomycete,CBM47_maker-pag1_scaffold_310-snap-gene-0.17-mRNA-1_Pythium_aphanidermatum
7325,GH17,maker-pag1_scaffold_313-fgenesh-gene-0.4-mRNA-1,Pythium_aphanidermatum,Pythium,GH17_maker-pag1_scaffold_313-fgenesh-gene-0.4-mRNA-1,Oomycete,GH17_maker-pag1_scaffold_313-fgenesh-gene-0.4-mRNA-1_Pythium_aphanidermatum
7326,GH15,maker-pag1_scaffold_313-snap-gene-0.9-mRNA-1,Pythium_aphanidermatum,Pythium,GH15_maker-pag1_scaffold_313-snap-gene-0.9-mRNA-1,Oomycete,GH15_maker-pag1_scaffold_313-snap-gene-0.9-mRNA-1_Pythium_aphanidermatum
7327,dockerin,maker-pag1_scaffold_318-fgenesh-gene-0.7-mRNA-1,Pythium_aphanidermatum,Pythium,dockerin_maker-pag1_scaffold_318-fgenesh-gene-0.7-mRNA-1,Oomycete,dockerin_maker-pag1_scaffold_318-fgenesh-gene-0.7-mRNA-1_Pythium_aphanidermatum
7328,GT22,maker-pag1_scaffold_318-snap-gene-0.20-mRNA-1,Pythium_aphanidermatum,Pythium,GT22_maker-pag1_scaffold_318-snap-gene-0.20-mRNA-1,Oomycete,GT22_maker-pag1_scaffold_318-snap-gene-0.20-mRNA-1_Pythium_aphanidermatum
7329,GH5,maker-pag1_scaffold_32-fgenesh-gene-0.0-mRNA-1,Pythium_aphanidermatum,Pythium,GH5_maker-pag1_scaffold_32-fgenesh-gene-0.0-mRNA-1,Oomycete,GH5_maker-pag1_scaffold_32-fgenesh-gene-0.0-mRNA-1_Pythium_aphanidermatum
7330,GH123,maker-pag1_scaffold_320-snap-gene-0.14-mRNA-1,Pythium_aphanidermatum,Pythium,GH123_maker-pag1_scaffold_320-snap-gene-0.14-mRNA-1,Oomycete,GH123_maker-pag1_scaffold_320-snap-gene-0.14-mRNA-1_Pythium_aphanidermatum
7331,GH5,maker-pag1_scaffold_323-fgenesh-gene-0.1-mRNA-1,Pythium_aphanidermatum,Pythium,GH5_maker-pag1_scaffold_323-fgenesh-gene-0.1-mRNA-1,Oomycete,GH5_maker-pag1_scaffold_323-fgenesh-gene-0.1-mRNA-1_Pythium_aphanidermatum
7332,GT22,maker-pag1_scaffold_323-snap-gene-0.13-mRNA-1,Pythium_aphanidermatum,Pythium,GT22_maker-pag1_scaffold_323-snap-gene-0.13-mRNA-1,Oomycete,GT22_maker-pag1_scaffold_323-snap-gene-0.13-mRNA-1_Pythium_aphanidermatum
7333,GH31,maker-pag1_scaffold_323-snap-gene-0.15-mRNA-1,Pythium_aphanidermatum,Pythium,GH31_maker-pag1_scaffold_323-snap-gene-0.15-mRNA-1,Oomycete,GH31_maker-pag1_scaffold_323-snap-gene-0.15-mRNA-1_Pythium_aphanidermatum
7334,GT2,maker-pag1_scaffold_329-fgenesh-gene-0.5-mRNA-1,Pythium_aphanidermatum,Pythium,GT2_maker-pag1_scaffold_329-fgenesh-gene-0.5-mRNA-1,Oomycete,GT2_maker-pag1_scaffold_329-fgenesh-gene-0.5-mRNA-1_Pythium_aphanidermatum
7335,GT2_Cellulose_synt,maker-pag1_scaffold_329-fgenesh-gene-0.5-mRNA-1,Pythium_aphanidermatum,Pythium,GT2_Cellulose_synt_maker-pag1_scaffold_329-fgenesh-gene-0.5-mRNA-1,Oomycete,GT2_Cellulose_synt_maker-pag1_scaffold_329-fgenesh-gene-0.5-mRNA-1_Pythium_aphanidermatum
7336,GH38,maker-pag1_scaffold_33-fgenesh-gene-0.16-mRNA-1,Pythium_aphanidermatum,Pythium,GH38_maker-pag1_scaffold_33-fgenesh-gene-0.16-mRNA-1,Oomycete,GH38_maker-pag1_scaffold_33-fgenesh-gene-0.16-mRNA-1_Pythium_aphanidermatum
7337,CBM43,maker-pag1_scaffold_334-fgenesh-gene-0.5-mRNA-1,Pythium_aphanidermatum,Pythium,CBM43_maker-pag1_scaffold_334-fgenesh-gene-0.5-mRNA-1,Oomycete,CBM43_maker-pag1_scaffold_334-fgenesh-gene-0.5-mRNA-1_Pythium_aphanidermatum
7338,GH5,maker-pag1_scaffold_334-fgenesh-gene-0.5-mRNA-1,Pythium_aphanidermatum,Pythium,GH5_maker-pag1_scaffold_334-fgenesh-gene-0.5-mRNA-1,Oomycete,GH5_maker-pag1_scaffold_334-fgenesh-gene-0.5-mRNA-1_Pythium_aphanidermatum
7339,CBM13,maker-pag1_scaffold_334-snap-gene-0.21-mRNA-1,Pythium_aphanidermatum,Pythium,CBM13_maker-pag1_scaffold_334-snap-gene-0.21-mRNA-1,Oomycete,CBM13_maker-pag1_scaffold_334-snap-gene-0.21-mRNA-1_Pythium_aphanidermatum
7340,CBM13,maker-pag1_scaffold_334-snap-gene-0.21-mRNA-1,Pythium_aphanidermatum,Pythium,CBM13_maker-pag1_scaffold_334-snap-gene-0.21-mRNA-1,Oomycete,CBM13_maker-pag1_scaffold_334-snap-gene-0.21-mRNA-1_Pythium_aphanidermatum
7341,GT59,maker-pag1_scaffold_335-fgenesh-gene-0.2-mRNA-1,Pythium_aphanidermatum,Pythium,GT59_maker-pag1_scaffold_335-fgenesh-gene-0.2-mRNA-1,Oomycete,GT59_maker-pag1_scaffold_335-fgenesh-gene-0.2-mRNA-1_Pythium_aphanidermatum
7342,GT48,maker-pag1_scaffold_34-snap-gene-0.29-mRNA-1,Pythium_aphanidermatum,Pythium,GT48_maker-pag1_scaffold_34-snap-gene-0.29-mRNA-1,Oomycete,GT48_maker-pag1_scaffold_34-snap-gene-0.29-mRNA-1_Pythium_aphanidermatum
7343,GT4,maker-pag1_scaffold_343-snap-gene-0.10-mRNA-1,Pythium_aphanidermatum,Pythium,GT4_maker-pag1_scaffold_343-snap-gene-0.10-mRNA-1,Oomycete,GT4_maker-pag1_scaffold_343-snap-gene-0.10-mRNA-1_Pythium_aphanidermatum
7344,GT4,maker-pag1_scaffold_343-snap-gene-0.9-mRNA-1,Pythium_aphanidermatum,Pythium,GT4_maker-pag1_scaffold_343-snap-gene-0.9-mRNA-1,Oomycete,GT4_maker-pag1_scaffold_343-snap-gene-0.9-mRNA-1_Pythium_aphanidermatum
7345,GH47,maker-pag1_scaffold_35-snap-gene-0.39-mRNA-1,Pythium_aphanidermatum,Pythium,GH47_maker-pag1_scaffold_35-snap-gene-0.39-mRNA-1,Oomycete,GH47_maker-pag1_scaffold_35-snap-gene-0.39-mRNA-1_Pythium_aphanidermatum
7346,GT20,maker-pag1_scaffold_35-snap-gene-0.59-mRNA-1,Pythium_aphanidermatum,Pythium,GT20_maker-pag1_scaffold_35-snap-gene-0.59-mRNA-1,Oomycete,GT20_maker-pag1_scaffold_35-snap-gene-0.59-mRNA-1_Pythium_aphanidermatum
7347,CE1,maker-pag1_scaffold_351-snap-gene-0.14-mRNA-1,Pythium_aphanidermatum,Pythium,CE1_maker-pag1_scaffold_351-snap-gene-0.14-mRNA-1,Oomycete,CE1_maker-pag1_scaffold_351-snap-gene-0.14-mRNA-1_Pythium_aphanidermatum
7348,GT66,maker-pag1_scaffold_354-snap-gene-0.14-mRNA-1,Pythium_aphanidermatum,Pythium,GT66_maker-pag1_scaffold_354-snap-gene-0.14-mRNA-1,Oomycete,GT66_maker-pag1_scaffold_354-snap-gene-0.14-mRNA-1_Pythium_aphanidermatum
7349,GH5,maker-pag1_scaffold_361-snap-gene-0.13-mRNA-1,Pythium_aphanidermatum,Pythium,GH5_maker-pag1_scaffold_361-snap-gene-0.13-mRNA-1,Oomycete,GH5_maker-pag1_scaffold_361-snap-gene-0.13-mRNA-1_Pythium_aphanidermatum
7350,PL3,maker-pag1_scaffold_361-snap-gene-0.16-mRNA-1,Pythium_aphanidermatum,Pythium,PL3_maker-pag1_scaffold_361-snap-gene-0.16-mRNA-1,Oomycete,PL3_maker-pag1_scaffold_361-snap-gene-0.16-mRNA-1_Pythium_aphanidermatum
7351,GT32,maker-pag1_scaffold_367-fgenesh-gene-0.1-mRNA-1,Pythium_aphanidermatum,Pythium,GT32_maker-pag1_scaffold_367-fgenesh-gene-0.1-mRNA-1,Oomycete,GT32_maker-pag1_scaffold_367-fgenesh-gene-0.1-mRNA-1_Pythium_aphanidermatum
7352,GT48,maker-pag1_scaffold_370-snap-gene-0.7-mRNA-1,Pythium_aphanidermatum,Pythium,GT48_maker-pag1_scaffold_370-snap-gene-0.7-mRNA-1,Oomycete,GT48_maker-pag1_scaffold_370-snap-gene-0.7-mRNA-1_Pythium_aphanidermatum
7353,CE10,maker-pag1_scaffold_38-fgenesh-gene-0.19-mRNA-1,Pythium_aphanidermatum,Pythium,CE10_maker-pag1_scaffold_38-fgenesh-gene-0.19-mRNA-1,Oomycete,CE10_maker-pag1_scaffold_38-fgenesh-gene-0.19-mRNA-1_Pythium_aphanidermatum
7354,GT4,maker-pag1_scaffold_385-snap-gene-0.8-mRNA-1,Pythium_aphanidermatum,Pythium,GT4_maker-pag1_scaffold_385-snap-gene-0.8-mRNA-1,Oomycete,GT4_maker-pag1_scaffold_385-snap-gene-0.8-mRNA-1_Pythium_aphanidermatum
7355,GH72,maker-pag1_scaffold_396-fgenesh-gene-0.1-mRNA-1,Pythium_aphanidermatum,Pythium,GH72_maker-pag1_scaffold_396-fgenesh-gene-0.1-mRNA-1,Oomycete,GH72_maker-pag1_scaffold_396-fgenesh-gene-0.1-mRNA-1_Pythium_aphanidermatum
7356,GT60,maker-pag1_scaffold_4-snap-gene-1.52-mRNA-1,Pythium_aphanidermatum,Pythium,GT60_maker-pag1_scaffold_4-snap-gene-1.52-mRNA-1,Oomycete,GT60_maker-pag1_scaffold_4-snap-gene-1.52-mRNA-1_Pythium_aphanidermatum
7357,AA2,maker-pag1_scaffold_400-fgenesh-gene-0.0-mRNA-1,Pythium_aphanidermatum,Pythium,AA2_maker-pag1_scaffold_400-fgenesh-gene-0.0-mRNA-1,Oomycete,AA2_maker-pag1_scaffold_400-fgenesh-gene-0.0-mRNA-1_Pythium_aphanidermatum
7358,GT2,maker-pag1_scaffold_400-snap-gene-0.17-mRNA-1,Pythium_aphanidermatum,Pythium,GT2_maker-pag1_scaffold_400-snap-gene-0.17-mRNA-1,Oomycete,GT2_maker-pag1_scaffold_400-snap-gene-0.17-mRNA-1_Pythium_aphanidermatum
7359,CBM1,maker-pag1_scaffold_401-snap-gene-0.11-mRNA-1,Pythium_aphanidermatum,Pythium,CBM1_maker-pag1_scaffold_401-snap-gene-0.11-mRNA-1,Oomycete,CBM1_maker-pag1_scaffold_401-snap-gene-0.11-mRNA-1_Pythium_aphanidermatum
7360,CBM1,maker-pag1_scaffold_401-snap-gene-0.11-mRNA-1,Pythium_aphanidermatum,Pythium,CBM1_maker-pag1_scaffold_401-snap-gene-0.11-mRNA-1,Oomycete,CBM1_maker-pag1_scaffold_401-snap-gene-0.11-mRNA-1_Pythium_aphanidermatum
7361,CBM1,maker-pag1_scaffold_401-snap-gene-0.11-mRNA-1,Pythium_aphanidermatum,Pythium,CBM1_maker-pag1_scaffold_401-snap-gene-0.11-mRNA-1,Oomycete,CBM1_maker-pag1_scaffold_401-snap-gene-0.11-mRNA-1_Pythium_aphanidermatum
7362,CBM63,maker-pag1_scaffold_402-snap-gene-0.14-mRNA-1,Pythium_aphanidermatum,Pythium,CBM63_maker-pag1_scaffold_402-snap-gene-0.14-mRNA-1,Oomycete,CBM63_maker-pag1_scaffold_402-snap-gene-0.14-mRNA-1_Pythium_aphanidermatum
7363,CE1,maker-pag1_scaffold_407-snap-gene-0.20-mRNA-1,Pythium_aphanidermatum,Pythium,CE1_maker-pag1_scaffold_407-snap-gene-0.20-mRNA-1,Oomycete,CE1_maker-pag1_scaffold_407-snap-gene-0.20-mRNA-1_Pythium_aphanidermatum
7364,GT1,maker-pag1_scaffold_408-fgenesh-gene-0.10-mRNA-1,Pythium_aphanidermatum,Pythium,GT1_maker-pag1_scaffold_408-fgenesh-gene-0.10-mRNA-1,Oomycete,GT1_maker-pag1_scaffold_408-fgenesh-gene-0.10-mRNA-1_Pythium_aphanidermatum
7365,GT57,maker-pag1_scaffold_413-snap-gene-0.20-mRNA-1,Pythium_aphanidermatum,Pythium,GT57_maker-pag1_scaffold_413-snap-gene-0.20-mRNA-1,Oomycete,GT57_maker-pag1_scaffold_413-snap-gene-0.20-mRNA-1_Pythium_aphanidermatum
7366,CBM32,maker-pag1_scaffold_419-fgenesh-gene-0.8-mRNA-1,Pythium_aphanidermatum,Pythium,CBM32_maker-pag1_scaffold_419-fgenesh-gene-0.8-mRNA-1,Oomycete,CBM32_maker-pag1_scaffold_419-fgenesh-gene-0.8-mRNA-1_Pythium_aphanidermatum
7367,GT4,maker-pag1_scaffold_423-fgenesh-gene-0.7-mRNA-1,Pythium_aphanidermatum,Pythium,GT4_maker-pag1_scaffold_423-fgenesh-gene-0.7-mRNA-1,Oomycete,GT4_maker-pag1_scaffold_423-fgenesh-gene-0.7-mRNA-1_Pythium_aphanidermatum
7368,GH17,maker-pag1_scaffold_426-fgenesh-gene-0.6-mRNA-1,Pythium_aphanidermatum,Pythium,GH17_maker-pag1_scaffold_426-fgenesh-gene-0.6-mRNA-1,Oomycete,GH17_maker-pag1_scaffold_426-fgenesh-gene-0.6-mRNA-1_Pythium_aphanidermatum
7369,GH72,maker-pag1_scaffold_43-fgenesh-gene-0.11-mRNA-1,Pythium_aphanidermatum,Pythium,GH72_maker-pag1_scaffold_43-fgenesh-gene-0.11-mRNA-1,Oomycete,GH72_maker-pag1_scaffold_43-fgenesh-gene-0.11-mRNA-1_Pythium_aphanidermatum
7370,CBM13,maker-pag1_scaffold_43-snap-gene-0.32-mRNA-1,Pythium_aphanidermatum,Pythium,CBM13_maker-pag1_scaffold_43-snap-gene-0.32-mRNA-1,Oomycete,CBM13_maker-pag1_scaffold_43-snap-gene-0.32-mRNA-1_Pythium_aphanidermatum
7371,CBM13,maker-pag1_scaffold_43-snap-gene-0.32-mRNA-1,Pythium_aphanidermatum,Pythium,CBM13_maker-pag1_scaffold_43-snap-gene-0.32-mRNA-1,Oomycete,CBM13_maker-pag1_scaffold_43-snap-gene-0.32-mRNA-1_Pythium_aphanidermatum
7372,CBM13,maker-pag1_scaffold_43-snap-gene-0.32-mRNA-1,Pythium_aphanidermatum,Pythium,CBM13_maker-pag1_scaffold_43-snap-gene-0.32-mRNA-1,Oomycete,CBM13_maker-pag1_scaffold_43-snap-gene-0.32-mRNA-1_Pythium_aphanidermatum
7373,GH17,maker-pag1_scaffold_43-snap-gene-0.32-mRNA-1,Pythium_aphanidermatum,Pythium,GH17_maker-pag1_scaffold_43-snap-gene-0.32-mRNA-1,Oomycete,GH17_maker-pag1_scaffold_43-snap-gene-0.32-mRNA-1_Pythium_aphanidermatum
7374,GH18,maker-pag1_scaffold_43-snap-gene-0.67-mRNA-1,Pythium_aphanidermatum,Pythium,GH18_maker-pag1_scaffold_43-snap-gene-0.67-mRNA-1,Oomycete,GH18_maker-pag1_scaffold_43-snap-gene-0.67-mRNA-1_Pythium_aphanidermatum
7375,CE5,maker-pag1_scaffold_433-fgenesh-gene-0.0-mRNA-1,Pythium_aphanidermatum,Pythium,CE5_maker-pag1_scaffold_433-fgenesh-gene-0.0-mRNA-1,Oomycete,CE5_maker-pag1_scaffold_433-fgenesh-gene-0.0-mRNA-1_Pythium_aphanidermatum
7376,CE5,maker-pag1_scaffold_433-fgenesh-gene-0.7-mRNA-1,Pythium_aphanidermatum,Pythium,CE5_maker-pag1_scaffold_433-fgenesh-gene-0.7-mRNA-1,Oomycete,CE5_maker-pag1_scaffold_433-fgenesh-gene-0.7-mRNA-1_Pythium_aphanidermatum
7377,CE5,maker-pag1_scaffold_433-fgenesh-gene-0.8-mRNA-1,Pythium_aphanidermatum,Pythium,CE5_maker-pag1_scaffold_433-fgenesh-gene-0.8-mRNA-1,Oomycete,CE5_maker-pag1_scaffold_433-fgenesh-gene-0.8-mRNA-1_Pythium_aphanidermatum
7378,GH81,maker-pag1_scaffold_436-fgenesh-gene-0.7-mRNA-1,Pythium_aphanidermatum,Pythium,GH81_maker-pag1_scaffold_436-fgenesh-gene-0.7-mRNA-1,Oomycete,GH81_maker-pag1_scaffold_436-fgenesh-gene-0.7-mRNA-1_Pythium_aphanidermatum
7379,CE14,maker-pag1_scaffold_437-fgenesh-gene-0.10-mRNA-1,Pythium_aphanidermatum,Pythium,CE14_maker-pag1_scaffold_437-fgenesh-gene-0.10-mRNA-1,Oomycete,CE14_maker-pag1_scaffold_437-fgenesh-gene-0.10-mRNA-1_Pythium_aphanidermatum
7380,CE1,maker-pag1_scaffold_448-fgenesh-gene-0.2-mRNA-1,Pythium_aphanidermatum,Pythium,CE1_maker-pag1_scaffold_448-fgenesh-gene-0.2-mRNA-1,Oomycete,CE1_maker-pag1_scaffold_448-fgenesh-gene-0.2-mRNA-1_Pythium_aphanidermatum
7381,GT48,maker-pag1_scaffold_45-snap-gene-0.58-mRNA-1,Pythium_aphanidermatum,Pythium,GT48_maker-pag1_scaffold_45-snap-gene-0.58-mRNA-1,Oomycete,GT48_maker-pag1_scaffold_45-snap-gene-0.58-mRNA-1_Pythium_aphanidermatum
7382,CE10,maker-pag1_scaffold_451-snap-gene-0.14-mRNA-1,Pythium_aphanidermatum,Pythium,CE10_maker-pag1_scaffold_451-snap-gene-0.14-mRNA-1,Oomycete,CE10_maker-pag1_scaffold_451-snap-gene-0.14-mRNA-1_Pythium_aphanidermatum
7383,CE1,maker-pag1_scaffold_454-fgenesh-gene-0.4-mRNA-1,Pythium_aphanidermatum,Pythium,CE1_maker-pag1_scaffold_454-fgenesh-gene-0.4-mRNA-1,Oomycete,CE1_maker-pag1_scaffold_454-fgenesh-gene-0.4-mRNA-1_Pythium_aphanidermatum
7384,CE3,maker-pag1_scaffold_461-snap-gene-0.10-mRNA-1,Pythium_aphanidermatum,Pythium,CE3_maker-pag1_scaffold_461-snap-gene-0.10-mRNA-1,Oomycete,CE3_maker-pag1_scaffold_461-snap-gene-0.10-mRNA-1_Pythium_aphanidermatum
7385,GT48,maker-pag1_scaffold_461-snap-gene-0.8-mRNA-1,Pythium_aphanidermatum,Pythium,GT48_maker-pag1_scaffold_461-snap-gene-0.8-mRNA-1,Oomycete,GT48_maker-pag1_scaffold_461-snap-gene-0.8-mRNA-1_Pythium_aphanidermatum
7386,AA6,maker-pag1_scaffold_467-fgenesh-gene-0.3-mRNA-1,Pythium_aphanidermatum,Pythium,AA6_maker-pag1_scaffold_467-fgenesh-gene-0.3-mRNA-1,Oomycete,AA6_maker-pag1_scaffold_467-fgenesh-gene-0.3-mRNA-1_Pythium_aphanidermatum
7387,AA6,maker-pag1_scaffold_467-fgenesh-gene-0.4-mRNA-1,Pythium_aphanidermatum,Pythium,AA6_maker-pag1_scaffold_467-fgenesh-gene-0.4-mRNA-1,Oomycete,AA6_maker-pag1_scaffold_467-fgenesh-gene-0.4-mRNA-1_Pythium_aphanidermatum
7388,GT41,maker-pag1_scaffold_476-snap-gene-0.10-mRNA-1,Pythium_aphanidermatum,Pythium,GT41_maker-pag1_scaffold_476-snap-gene-0.10-mRNA-1,Oomycete,GT41_maker-pag1_scaffold_476-snap-gene-0.10-mRNA-1_Pythium_aphanidermatum
7389,GT48,maker-pag1_scaffold_48-snap-gene-0.27-mRNA-1,Pythium_aphanidermatum,Pythium,GT48_maker-pag1_scaffold_48-snap-gene-0.27-mRNA-1,Oomycete,GT48_maker-pag1_scaffold_48-snap-gene-0.27-mRNA-1_Pythium_aphanidermatum
7390,CBM51,maker-pag1_scaffold_48-snap-gene-0.39-mRNA-1,Pythium_aphanidermatum,Pythium,CBM51_maker-pag1_scaffold_48-snap-gene-0.39-mRNA-1,Oomycete,CBM51_maker-pag1_scaffold_48-snap-gene-0.39-mRNA-1_Pythium_aphanidermatum
7391,CE1,maker-pag1_scaffold_480-snap-gene-0.10-mRNA-1,Pythium_aphanidermatum,Pythium,CE1_maker-pag1_scaffold_480-snap-gene-0.10-mRNA-1,Oomycete,CE1_maker-pag1_scaffold_480-snap-gene-0.10-mRNA-1_Pythium_aphanidermatum
7392,GT71,maker-pag1_scaffold_486-fgenesh-gene-0.5-mRNA-1,Pythium_aphanidermatum,Pythium,GT71_maker-pag1_scaffold_486-fgenesh-gene-0.5-mRNA-1,Oomycete,GT71_maker-pag1_scaffold_486-fgenesh-gene-0.5-mRNA-1_Pythium_aphanidermatum
7393,GT71,maker-pag1_scaffold_486-snap-gene-0.11-mRNA-1,Pythium_aphanidermatum,Pythium,GT71_maker-pag1_scaffold_486-snap-gene-0.11-mRNA-1,Oomycete,GT71_maker-pag1_scaffold_486-snap-gene-0.11-mRNA-1_Pythium_aphanidermatum
7394,GT71,maker-pag1_scaffold_486-snap-gene-0.14-mRNA-1,Pythium_aphanidermatum,Pythium,GT71_maker-pag1_scaffold_486-snap-gene-0.14-mRNA-1,Oomycete,GT71_maker-pag1_scaffold_486-snap-gene-0.14-mRNA-1_Pythium_aphanidermatum
7395,GT71,maker-pag1_scaffold_486-snap-gene-0.7-mRNA-1,Pythium_aphanidermatum,Pythium,GT71_maker-pag1_scaffold_486-snap-gene-0.7-mRNA-1,Oomycete,GT71_maker-pag1_scaffold_486-snap-gene-0.7-mRNA-1_Pythium_aphanidermatum
7396,GT71,maker-pag1_scaffold_486-snap-gene-0.9-mRNA-1,Pythium_aphanidermatum,Pythium,GT71_maker-pag1_scaffold_486-snap-gene-0.9-mRNA-1,Oomycete,GT71_maker-pag1_scaffold_486-snap-gene-0.9-mRNA-1_Pythium_aphanidermatum
7397,GH16,maker-pag1_scaffold_497-snap-gene-0.13-mRNA-1,Pythium_aphanidermatum,Pythium,GH16_maker-pag1_scaffold_497-snap-gene-0.13-mRNA-1,Oomycete,GH16_maker-pag1_scaffold_497-snap-gene-0.13-mRNA-1_Pythium_aphanidermatum
